BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
2090     4,213,440         20  FUTURE      2,142,086,613   3,584,404,863   4,236,117,576
2091     4,215,456         20  FUTURE      1,611,199,459   3,824,355,424     472,037,434
2092     4,217,472         20  FUTURE      1,080,312,305   4,047,594,560   1,002,924,588
2093     4,219,488         20  FUTURE        549,425,151   4,287,610,656   1,533,811,742
2094     4,221,504         20  FUTURE         18,537,997     232,659,457   2,064,698,896
2095     4,223,520         20  FUTURE      3,782,618,139     455,898,849   2,595,586,050
2096     4,225,536         20  FUTURE      3,251,730,985     695,914,945   3,126,473,204
2097     4,227,552         20  FUTURE      2,720,843,831     935,865,506   3,657,360,358
2098     4,229,568         20  FUTURE      2,189,956,677   1,159,104,642   4,188,247,512
2099     4,231,584         20  FUTURE      1,659,069,523   1,399,120,738     424,167,370
2100     4,233,600         20  FUTURE      1,128,182,369   1,639,071,299     955,054,524
2101     4,235,616         20  FUTURE        597,295,215   1,862,310,435   1,485,941,678
2102     4,237,632         20  FUTURE         66,408,061   2,102,326,531   2,016,828,832
2103     4,239,648         20  FUTURE      3,830,488,203   2,342,277,348   2,547,715,986
2104     4,241,664         20  FUTURE      3,299,601,049   2,582,293,444   3,078,603,140
2105     4,243,680         20  FUTURE      2,768,713,895   2,805,467,045   3,609,490,294
2106     4,245,696         20  FUTURE      2,237,826,741   3,045,483,141   4,140,377,448
2107     4,247,712         20  FUTURE      1,706,939,587   3,285,499,237     376,297,306
2108     4,249,728         20  FUTURE      1,176,052,433   3,508,672,838     907,184,460
2109     4,251,744         20  FUTURE        645,165,279   3,748,688,934   1,438,071,614
2110     4,253,760         20  FUTURE        114,278,125   3,988,705,030   1,968,958,768
2111     4,255,776         20  FUTURE      3,878,358,267   4,211,878,887   2,499,845,922
2112     4,257,792         20  FUTURE      3,347,471,113     156,993,223   3,030,733,076
2113     4,259,808         20  FUTURE      2,816,583,959     397,009,319   3,561,620,230
2114     4,261,824         20  FUTURE      2,285,696,805     636,959,880   4,092,507,384
2115     4,263,840         20  FUTURE      1,754,809,651     860,199,016     328,427,242
2116     4,265,856         20  FUTURE      1,223,922,497   1,100,215,112     859,314,396
2117     4,267,872         20  FUTURE        693,035,343   1,340,165,673   1,390,201,550
2118     4,269,888         20  FUTURE        162,148,189   1,563,404,809   1,921,088,704
2119     4,271,904         20  FUTURE      3,926,228,331   1,803,355,626   2,451,975,858
2120     4,273,920         20  FUTURE      3,395,341,177   2,043,371,722   2,982,863,012
2121     4,275,936         20  FUTURE      2,864,454,023   2,266,610,858   3,513,750,166
2122     4,277,952         20  FUTURE      2,333,566,869   2,506,561,419   4,044,637,320
2123     4,279,968         20  FUTURE      1,802,679,715   2,746,577,515     280,557,178
2124     4,281,984         20  FUTURE      1,271,792,561   2,969,816,651     811,444,332
2125     4,284,000         20  FUTURE        740,905,407   3,209,767,212   1,342,331,486
2126     4,286,016         20  FUTURE        210,018,253   3,449,783,308   1,873,218,640
2127     4,288,032         20  FUTURE      3,974,098,395   3,689,799,660   2,404,105,794
2128     4,290,048         20  FUTURE      3,443,211,241   3,912,973,261   2,934,992,948
2129     4,292,064         20  FUTURE      2,912,324,087   4,152,989,357   3,465,880,102
2130     4,294,080         20  FUTURE      2,381,436,933      98,103,693   3,996,767,256
2131     4,296,096         20  FUTURE      1,850,549,779     321,277,294     232,687,114
2132     4,298,112         20  FUTURE      1,319,662,625     561,293,390     763,574,268
2133     4,300,128         20  FUTURE        788,775,471     801,243,951   1,294,461,422
2134     4,302,144         20  FUTURE        257,888,317   1,024,483,087   1,825,348,576
2135     4,304,160         20  FUTURE      4,021,968,459   1,264,499,439   2,356,235,730
2136     4,306,176         20  FUTURE      3,491,081,305   1,504,450,000   2,887,122,884
2137     4,308,192         20  FUTURE      2,960,194,151   1,744,466,096   3,418,010,038
2138     4,310,208         20  FUTURE      2,429,306,997   1,967,705,232   3,948,897,192
2139     4,312,224         20  FUTURE      1,898,419,843   2,207,655,793     184,817,050
2140     4,314,240         20  FUTURE      1,367,532,689   2,447,671,889     715,704,204
2141     4,316,256         20  FUTURE        836,645,535   2,670,911,025   1,246,591,358
2142     4,318,272         20  FUTURE        305,758,381   2,910,861,586   1,777,478,512
2143     4,320,288         20  FUTURE      4,069,838,523   3,150,877,938   2,308,365,666
2144     4,322,304         20  FUTURE      3,538,951,369   3,374,117,074   2,839,252,820
2145     4,324,320         20  FUTURE      3,008,064,215   3,614,067,635   3,370,139,974
2146     4,326,336         20  FUTURE      2,477,177,061   3,854,083,731   3,901,027,128
2147     4,328,352         20  FUTURE      1,946,289,907   4,077,257,332     136,946,986
2148     4,330,368         20  FUTURE      1,415,402,753      22,371,668     667,834,140
2149     4,332,384         20  FUTURE        884,515,599     262,387,764   1,198,721,294
2150     4,334,400         20  FUTURE        353,628,445     502,338,325   1,729,608,448
2151     4,336,416         20  FUTURE      4,117,708,587     725,577,717   2,260,495,602
2152     4,338,432         20  FUTURE      3,586,821,433     965,593,813   2,791,382,756
2153     4,340,448         20  FUTURE      3,055,934,279   1,205,544,374   3,322,269,910
2154     4,342,464         20  FUTURE      2,525,047,125   1,428,783,510   3,853,157,064
2155     4,344,480         20  FUTURE      1,994,159,971   1,668,799,606      89,076,922
2156     4,346,496         20  FUTURE      1,463,272,817   1,908,750,167     619,964,076
2157     4,348,512         20  FUTURE        932,385,663   2,131,989,303   1,150,851,230
2158     4,350,528         20  FUTURE        401,498,509   2,372,005,399   1,681,738,384
2159     4,352,544         20  FUTURE      4,165,578,651   2,611,956,216   2,212,625,538
2160     4,354,560         20  FUTURE      3,634,691,497   2,851,972,312   2,743,512,692
2161     4,356,576         20  FUTURE      3,103,804,343   3,075,145,913   3,274,399,846
2162     4,358,592         20  FUTURE      2,572,917,189   3,315,162,009   3,805,287,000
2163     4,360,608         20  FUTURE      2,042,030,035   3,555,178,105      41,206,858
2164     4,362,624         20  FUTURE      1,511,142,881   3,778,351,706     572,094,012
2165     4,364,640         20  FUTURE        980,255,727   4,018,367,802   1,102,981,166
2166     4,366,656         20  FUTURE        449,368,573   4,258,383,898   1,633,868,320
2167     4,368,672         20  FUTURE      4,213,448,715     186,655,995   2,164,755,474
2168     4,370,688         20  FUTURE      3,682,561,561     426,672,091   2,695,642,628
2169     4,372,704         20  FUTURE      3,151,674,407     666,688,187   3,226,529,782
2170     4,374,720         20  FUTURE      2,620,787,253     889,861,788   3,757,416,936
2171     4,376,736         20  FUTURE      2,089,900,099   1,129,877,884   4,288,304,090
2172     4,378,752         20  FUTURE      1,559,012,945   1,369,893,980     524,223,948
2173     4,380,768         20  FUTURE      1,028,125,791   1,609,844,541   1,055,111,102
2174     4,382,784         20  FUTURE        497,238,637   1,833,083,677   1,585,998,256
2175     4,384,800         20  FUTURE      4,261,318,779   2,073,100,029   2,116,885,410
2176     4,386,816         20  FUTURE      3,730,431,625   2,313,050,590   2,647,772,564
2177     4,388,832         20  FUTURE      3,199,544,471   2,536,289,726   3,178,659,718
2178     4,390,848         20  FUTURE      2,668,657,317   2,776,240,287   3,709,546,872
2179     4,392,864         20  FUTURE      2,137,770,163   3,016,256,383   4,240,434,026
2180     4,394,880         20  FUTURE      1,606,883,009   3,239,495,519     476,353,884
2181     4,396,896         20  FUTURE      1,075,995,855   3,479,446,080   1,007,241,038
2182     4,398,912         20  FUTURE        545,108,701   3,719,462,176   1,538,128,192
2183     4,400,928         20  FUTURE         14,221,547   3,942,701,312   2,069,015,346
2184     4,402,944         20  FUTURE      3,778,301,689   4,182,652,129   2,599,902,500
2185     4,404,960         20  FUTURE      3,247,414,535     127,766,465   3,130,789,654
2186     4,406,976         20  FUTURE      2,716,527,381     367,782,561   3,661,676,808
2187     4,408,992         20  FUTURE      2,185,640,227     590,956,162   4,192,563,962
2188     4,411,008         21  FUTURE      1,300,828,304   2,417,002,829     782,408,589
2189     4,413,024         21  FUTURE        769,941,150   2,657,018,925   1,313,295,743
2190     4,415,040         21  FUTURE        239,053,996   2,896,969,486   1,844,182,897
2191     4,417,056         21  FUTURE      4,003,134,138   3,136,985,838   2,375,070,051
2192     4,419,072         21  FUTURE      3,472,246,984   3,360,224,974   2,905,957,205
2193     4,421,088         21  FUTURE      2,941,359,830   3,600,175,535   3,436,844,359
2194     4,423,104         21  FUTURE      2,410,472,676   3,840,191,631   3,967,731,513
2195     4,425,120         21  FUTURE      1,879,585,522   4,063,365,232     203,651,371
2196     4,427,136         21  FUTURE      1,348,698,368       8,479,568     734,538,525
2197     4,429,152         21  FUTURE        817,811,214     248,495,664   1,265,425,679
2198     4,431,168         21  FUTURE        286,924,060     471,669,265   1,796,312,833
2199     4,433,184         21  FUTURE      4,051,004,202     711,685,617   2,327,199,987
2200     4,435,200         21  FUTURE      3,520,117,048     951,701,713   2,858,087,141
2201     4,437,216         21  FUTURE      2,989,229,894   1,174,875,314   3,388,974,295
2202     4,439,232         21  FUTURE      2,458,342,740   1,414,891,410   3,919,861,449
2203     4,441,248         21  FUTURE      1,927,455,586   1,654,907,506     155,781,307
2204     4,443,264         21  FUTURE      1,396,568,432   1,894,858,067     686,668,461
2205     4,445,280         21  FUTURE        865,681,278   2,118,097,203   1,217,555,615
2206     4,447,296         21  FUTURE        334,794,124   2,358,113,299   1,748,442,769
2207     4,449,312         21  FUTURE      4,098,874,266   2,598,064,116   2,279,329,923
2208     4,451,328         21  FUTURE      3,567,987,112   2,821,303,252   2,810,217,077
2209     4,453,344         21  FUTURE      3,037,099,958   3,061,253,813   3,341,104,231
2210     4,455,360         21  FUTURE      2,506,212,804   3,301,269,909   3,871,991,385
2211     4,457,376         21  FUTURE      1,975,325,650   3,524,509,045     107,911,243
2212     4,459,392         21  FUTURE      1,444,438,496   3,764,459,606     638,798,397
2213     4,461,408         21  FUTURE        913,551,342   4,004,475,702   1,169,685,551
2214     4,463,424         21  FUTURE        382,664,188   4,244,491,798   1,700,572,705
2215     4,465,440         21  FUTURE      4,146,744,330     172,763,895   2,231,459,859
2216     4,467,456         21  FUTURE      3,615,857,176     412,779,991   2,762,347,013
2217     4,469,472         21  FUTURE      3,084,970,022     652,796,087   3,293,234,167
2218     4,471,488         21  FUTURE      2,554,082,868     875,969,688   3,824,121,321
2219     4,473,504         21  FUTURE      2,023,195,714   1,115,985,784      60,041,179
2220     4,475,520         21  FUTURE      1,492,308,560   1,356,001,880     590,928,333
2221     4,477,536         21  FUTURE        961,421,406   1,579,175,481   1,121,815,487
2222     4,479,552         21  FUTURE        430,534,252   1,819,191,577   1,652,702,641
2223     4,481,568         21  FUTURE      4,194,614,394   2,059,142,394   2,183,589,795
2224     4,483,584         21  FUTURE      3,663,727,240   2,282,381,530   2,714,476,949
2225     4,485,600         21  FUTURE      3,132,840,086   2,522,397,626   3,245,364,103
2226     4,487,616         21  FUTURE      2,601,952,932   2,762,348,187   3,776,251,257
2227     4,489,632         21  FUTURE      2,071,065,778   3,002,364,283      12,171,115
2228     4,491,648         21  FUTURE      1,540,178,624   3,225,603,419     543,058,269
2229     4,493,664         21  FUTURE      1,009,291,470   3,465,553,980   1,073,945,423
2230     4,495,680         21  FUTURE        478,404,316   3,705,570,076   1,604,832,577
2231     4,497,696         21  FUTURE      4,242,484,458   3,928,809,468   2,135,719,731
2232     4,499,712         21  FUTURE      3,711,597,304   4,168,760,029   2,666,606,885
2233     4,501,728         21  FUTURE      3,180,710,150     113,874,365   3,197,494,039
2234     4,503,744         21  FUTURE      2,649,822,996     337,113,501   3,728,381,193
2235     4,505,760         21  FUTURE      2,118,935,842     577,064,062   4,259,268,347
2236     4,507,776         21  FUTURE      1,588,048,688     817,080,158     495,188,205
2237     4,509,792         21  FUTURE      1,057,161,534   1,040,253,759   1,026,075,359
2238     4,511,808         21  FUTURE        526,274,380   1,280,269,855   1,556,962,513
2239     4,513,824         21  FUTURE      4,290,354,522   1,520,286,207   2,087,849,667
2240     4,515,840         21  FUTURE      3,759,467,368   1,760,236,768   2,618,736,821
2241     4,517,856         21  FUTURE      3,228,580,214   1,983,475,904   3,149,623,975
2242     4,519,872         21  FUTURE      2,697,693,060   2,223,492,000   3,680,511,129
2243     4,521,888         21  FUTURE      2,166,805,906   2,463,442,561   4,211,398,283
2244     4,523,904         21  FUTURE      1,635,918,752   2,686,681,697     447,318,141
2245     4,525,920         21  FUTURE      1,105,031,598   2,926,697,793     978,205,295
2246     4,527,936         21  FUTURE        574,144,444   3,166,648,354   1,509,092,449
2247     4,529,952         21  FUTURE         43,257,290   3,389,887,490   2,039,979,603
2248     4,531,968         21  FUTURE      3,807,337,432   3,629,903,842   2,570,866,757
2249     4,533,984         21  FUTURE      3,276,450,278   3,869,854,403   3,101,753,911
2250     4,536,000         21  FUTURE      2,745,563,124   4,109,870,499   3,632,641,065
2251     4,538,016         21  FUTURE      2,214,675,970      38,142,340   4,163,528,219
2252     4,540,032         21  FUTURE      1,683,788,816     278,158,436     399,448,077
2253     4,542,048         21  FUTURE      1,152,901,662     518,174,532     930,335,231
2254     4,544,064         21  FUTURE        622,014,508     741,348,133   1,461,222,385
2255     4,546,080         21  FUTURE         91,127,354     981,364,229   1,992,109,539
2256     4,548,096         21  FUTURE      3,855,207,496   1,221,380,581   2,522,996,693
2257     4,550,112         21  FUTURE      3,324,320,342   1,444,554,182   3,053,883,847
2258     4,552,128         21  FUTURE      2,793,433,188   1,684,570,278   3,584,771,001
2259     4,554,144         21  FUTURE      2,262,546,034   1,924,586,374   4,115,658,155
2260     4,556,160         21  FUTURE      1,731,658,880   2,147,759,975     351,578,013
2261     4,558,176         21  FUTURE      1,200,771,726   2,387,776,071     882,465,167
2262     4,560,192         21  FUTURE        669,884,572   2,627,792,167   1,413,352,321
2263     4,562,208         21  FUTURE        138,997,418   2,867,742,728   1,944,239,475
2264     4,564,224         21  FUTURE      3,903,077,560   3,090,982,120   2,475,126,629
2265     4,566,240         21  FUTURE      3,372,190,406   3,330,998,216   3,006,013,783
2266     4,568,256         21  FUTURE      2,841,303,252   3,570,948,777   3,536,900,937
2267     4,570,272         21  FUTURE      2,310,416,098   3,794,187,913   4,067,788,091
2268     4,572,288         21  FUTURE      1,779,528,944   4,034,138,474     303,707,949
2269     4,574,304         21  FUTURE      1,248,641,790   4,274,154,570     834,595,103
2270     4,576,320         21  FUTURE        717,754,636     202,491,946   1,365,482,257
2271     4,578,336         21  FUTURE        186,867,482     442,442,507   1,896,369,411
2272     4,580,352         21  FUTURE      3,950,947,624     682,458,859   2,427,256,565
2273     4,582,368         21  FUTURE      3,420,060,470     922,474,955   2,958,143,719
2274     4,584,384         21  FUTURE      2,889,173,316   1,145,648,556   3,489,030,873
2275     4,586,400         21  FUTURE      2,358,286,162   1,385,664,652   4,019,918,027
2276     4,588,416         21  FUTURE      1,827,399,008   1,625,680,748     255,837,885
2277     4,590,432         21  FUTURE      1,296,511,854   1,848,854,349     786,725,039
2278     4,592,448         21  FUTURE        765,624,700   2,088,870,445   1,317,612,193
2279     4,594,464         21  FUTURE        234,737,546   2,328,886,541   1,848,499,347
2280     4,596,480         21  FUTURE      3,998,817,688   2,552,060,398   2,379,386,501
2281     4,598,496         21  FUTURE      3,467,930,534   2,792,076,494   2,910,273,655
2282     4,600,512         21  FUTURE      2,937,043,380   3,032,027,055   3,441,160,809
2283     4,602,528         21  FUTURE      2,406,156,226   3,255,266,191   3,972,047,963
2284     4,604,544         21  FUTURE      1,875,269,072   3,495,282,287     207,967,821
2285     4,606,560         21  FUTURE      1,344,381,918   3,735,232,848     738,854,975
2286     4,608,576         21  FUTURE        813,494,764   3,975,248,944   1,269,742,129
2287     4,610,592         21  FUTURE        282,607,610   4,198,488,080   1,800,629,283
2288     4,612,608         21  FUTURE      4,046,687,752     143,537,137   2,331,516,437
2289     4,614,624         21  FUTURE      3,515,800,598     383,553,233   2,862,403,591
2290     4,616,640         21  FUTURE      2,984,913,444     606,792,369   3,393,290,745
2291     4,618,656         21  FUTURE      2,454,026,290     846,742,930   3,924,177,899
2292     4,620,672         22  FUTURE      1,569,214,367   2,672,789,597     514,022,526
2293     4,622,688         22  FUTURE      1,038,327,213   2,912,805,693   1,044,909,680
2294     4,624,704         22  FUTURE        507,440,059   3,152,756,254   1,575,796,834
2295     4,626,720         22  FUTURE      4,271,520,201   3,375,995,646   2,106,683,988
2296     4,628,736         22  FUTURE      3,740,633,047   3,616,011,742   2,637,571,142
2297     4,630,752         22  FUTURE      3,209,745,893   3,855,962,303   3,168,458,296
2298     4,632,768         22  FUTURE      2,678,858,739   4,079,201,439   3,699,345,450
2299     4,634,784         22  FUTURE      2,147,971,585      24,250,240   4,230,232,604
2300     4,636,800         22  FUTURE      1,617,084,431     264,266,336     466,152,462
2301     4,638,816         22  FUTURE      1,086,197,277     487,505,472     997,039,616
2302     4,640,832         22  FUTURE        555,310,123     727,456,033   1,527,926,770
2303     4,642,848         22  FUTURE         24,422,969     967,472,129   2,058,813,924
2304     4,644,864         22  FUTURE      3,788,503,111   1,207,488,481   2,589,701,078
2305     4,646,880         22  FUTURE      3,257,615,957   1,430,662,082   3,120,588,232
2306     4,648,896         22  FUTURE      2,726,728,803   1,670,678,178   3,651,475,386
2307     4,650,912         22  FUTURE      2,195,841,649   1,910,694,274   4,182,362,540
2308     4,652,928         22  FUTURE      1,664,954,495   2,133,867,875     418,282,398
2309     4,654,944         22  FUTURE      1,134,067,341   2,373,883,971     949,169,552
2310     4,656,960         22  FUTURE        603,180,187   2,613,900,067   1,480,056,706
2311     4,658,976         22  FUTURE         72,293,033   2,837,073,668   2,010,943,860
2312     4,660,992         22  FUTURE      3,836,373,175   3,077,090,020   2,541,831,014
2313     4,663,008         22  FUTURE      3,305,486,021   3,317,040,581   3,072,718,168
2314     4,665,024         22  FUTURE      2,774,598,867   3,540,279,717   3,603,605,322
2315     4,667,040         22  FUTURE      2,243,711,713   3,780,295,813   4,134,492,476
2316     4,669,056         22  FUTURE      1,712,824,559   4,020,246,374     370,412,334
2317     4,671,072         22  FUTURE      1,181,937,405   4,260,262,470     901,299,488
2318     4,673,088         22  FUTURE        651,050,251     188,599,846   1,432,186,642
2319     4,675,104         22  FUTURE        120,163,097     428,550,407   1,963,073,796
2320     4,677,120         22  FUTURE      3,884,243,239     668,566,759   2,493,960,950
2321     4,679,136         22  FUTURE      3,353,356,085     891,805,895   3,024,848,104
2322     4,681,152         22  FUTURE      2,822,468,931   1,131,756,456   3,555,735,258
2323     4,683,168         22  FUTURE      2,291,581,777   1,371,772,552   4,086,622,412
2324     4,685,184         22  FUTURE      1,760,694,623   1,595,011,688     322,542,270
2325     4,687,200         22  FUTURE      1,229,807,469   1,834,962,249     853,429,424
2326     4,689,216         22  FUTURE        698,920,315   2,074,978,345   1,384,316,578
2327     4,691,232         22  FUTURE        168,033,161   2,314,928,906   1,915,203,732
2328     4,693,248         22  FUTURE      3,932,113,303   2,538,168,298   2,446,090,886
2329     4,695,264         22  FUTURE      3,401,226,149   2,778,184,394   2,976,978,040
2330     4,697,280         22  FUTURE      2,870,338,995   3,018,134,955   3,507,865,194
2331     4,699,296         22  FUTURE      2,339,451,841   3,241,374,091   4,038,752,348
2332     4,701,312         22  FUTURE      1,808,564,687   3,481,390,187     274,672,206
2333     4,703,328         22  FUTURE      1,277,677,533   3,721,340,748     805,559,360
2334     4,705,344         22  FUTURE        746,790,379   3,944,579,884   1,336,446,514
2335     4,707,360         22  FUTURE        215,903,225   4,184,595,980   1,867,333,668
2336     4,709,376         22  FUTURE      3,979,983,367     129,645,037   2,398,220,822
2337     4,711,392         22  FUTURE      3,449,096,213     352,884,173   2,929,107,976
2338     4,713,408         22  FUTURE      2,918,209,059     592,900,269   3,459,995,130
2339     4,715,424         22  FUTURE      2,387,321,905     832,850,830   3,990,882,284
2340     4,717,440         22  FUTURE      1,856,434,751   1,072,866,926     226,802,142
2341     4,719,456         22  FUTURE      1,325,547,597   1,296,040,527     757,689,296
2342     4,721,472         22  FUTURE        794,660,443   1,536,056,623   1,288,576,450
2343     4,723,488         22  FUTURE        263,773,289   1,776,072,719   1,819,463,604
2344     4,725,504         22  FUTURE      4,027,853,431   1,999,246,576   2,350,350,758
2345     4,727,520         22  FUTURE      3,496,966,277   2,239,262,672   2,881,237,912
2346     4,729,536         22  FUTURE      2,966,079,123   2,479,278,768   3,412,125,066
2347     4,731,552         22  FUTURE      2,435,191,969   2,702,452,369   3,943,012,220
2348     4,733,568         22  FUTURE      1,904,304,815   2,942,468,465     178,932,078
2349     4,735,584         22  FUTURE      1,373,417,661   3,182,484,561     709,819,232
2350     4,737,600         22  FUTURE        842,530,507   3,422,435,122   1,240,706,386
2351     4,739,616         22  FUTURE        311,643,353   3,645,674,258   1,771,593,540
2352     4,741,632         22  FUTURE      4,075,723,495   3,885,690,610   2,302,480,694
2353     4,743,648         22  FUTURE      3,544,836,341   4,125,641,171   2,833,367,848
2354     4,745,664         22  FUTURE      3,013,949,187      53,978,547   3,364,255,002
2355     4,747,680         22  FUTURE      2,483,062,033     293,929,108   3,895,142,156
2356     4,749,696         22  FUTURE      1,952,174,879     533,945,204     131,062,014
2357     4,751,712         22  FUTURE      1,421,287,725     757,184,340     661,949,168
2358     4,753,728         22  FUTURE        890,400,571     997,134,901   1,192,836,322
2359     4,755,744         22  FUTURE        359,513,417   1,237,150,997   1,723,723,476
2360     4,757,760         22  FUTURE      4,123,593,559   1,460,390,389   2,254,610,630
2361     4,759,776         22  FUTURE      3,592,706,405   1,700,340,950   2,785,497,784
2362     4,761,792         22  FUTURE      3,061,819,251   1,940,357,046   3,316,384,938
2363     4,763,808         22  FUTURE      2,530,932,097   2,180,373,142   3,847,272,092
2364     4,765,824         22  FUTURE      2,000,044,943   2,403,546,743      83,191,950
2365     4,767,840         22  FUTURE      1,469,157,789   2,643,562,839     614,079,104
2366     4,769,856         22  FUTURE        938,270,635   2,883,578,935   1,144,966,258
2367     4,771,872         22  FUTURE        407,383,481   3,106,752,536   1,675,853,412
2368     4,773,888         22  FUTURE      4,171,463,623   3,346,768,888   2,206,740,566
2369     4,775,904         22  FUTURE      3,640,576,469   3,586,784,984   2,737,627,720
2370     4,777,920         22  FUTURE      3,109,689,315   3,809,958,585   3,268,514,874
2371     4,779,936         22  FUTURE      2,578,802,161   4,049,974,681   3,799,402,028
2372     4,781,952         22  FUTURE      2,047,915,007   4,289,925,242      35,321,886
2373     4,783,968         22  FUTURE      1,517,027,853     218,262,618     566,209,040
2374     4,785,984         22  FUTURE        986,140,699     458,278,714   1,097,096,194
2375     4,788,000         22  FUTURE        455,253,545     698,229,275   1,627,983,348
2376     4,790,016         22  FUTURE      4,219,333,687     938,245,627   2,158,870,502
2377     4,792,032         22  FUTURE      3,688,446,533   1,161,484,763   2,689,757,656
2378     4,794,048         22  FUTURE      3,157,559,379   1,401,435,324   3,220,644,810
2379     4,796,064         22  FUTURE      2,626,672,225   1,641,451,420   3,751,531,964
2380     4,798,080         22  FUTURE      2,095,785,071   1,864,690,556   4,282,419,118
2381     4,800,096         22  FUTURE      1,564,897,917   2,104,641,117     518,338,976
2382     4,802,112         22  FUTURE      1,034,010,763   2,344,657,213   1,049,226,130
2383     4,804,128         22  FUTURE        503,123,609   2,567,896,349   1,580,113,284
2384     4,806,144         22  FUTURE      4,267,203,751   2,807,847,166   2,111,000,438
2385     4,808,160         22  FUTURE      3,736,316,597   3,047,863,262   2,641,887,592
2386     4,810,176         22  FUTURE      3,205,429,443   3,287,813,823   3,172,774,746
2387     4,812,192         22  FUTURE      2,674,542,289   3,511,052,959   3,703,661,900
2388     4,814,208         22  FUTURE      2,143,655,135   3,751,069,055   4,234,549,054
2389     4,816,224         22  FUTURE      1,612,767,981   3,991,019,616     470,468,912
2390     4,818,240         22  FUTURE      1,081,880,827   4,214,258,752   1,001,356,066
2391     4,820,256         22  FUTURE        550,993,673     159,373,088   1,532,243,220
2392     4,822,272         22  FUTURE         20,106,519     399,323,649   2,063,130,374
2393     4,824,288         22  FUTURE      3,784,186,661     622,563,041   2,594,017,528
2394     4,826,304         22  FUTURE      3,253,299,507     862,579,137   3,124,904,682
2395     4,828,320         22  FUTURE      2,722,412,353   1,102,529,698   3,655,791,836
2396     4,830,336         23  FUTURE      1,837,600,430   2,928,576,365     245,636,463
2397     4,832,352         23  FUTURE      1,306,713,276   3,168,592,461     776,523,617
2398     4,834,368         23  FUTURE        775,826,122   3,391,766,062   1,307,410,771
2399     4,836,384         23  FUTURE        244,938,968   3,631,782,158   1,838,297,925
2400     4,838,400         23  FUTURE      4,009,019,110   3,871,798,510   2,369,185,079
2401     4,840,416         23  FUTURE      3,478,131,956   4,094,972,111   2,900,072,233
2402     4,842,432         23  FUTURE      2,947,244,802      40,086,447   3,430,959,387
2403     4,844,448         23  FUTURE      2,416,357,648     280,037,008   3,961,846,541
2404     4,846,464         23  FUTURE      1,885,470,494     520,053,104     197,766,399
2405     4,848,480         23  FUTURE      1,354,583,340     743,292,240     728,653,553
2406     4,850,496         23  FUTURE        823,696,186     983,242,801   1,259,540,707
2407     4,852,512         23  FUTURE        292,809,032   1,223,258,897   1,790,427,861
2408     4,854,528         23  FUTURE      4,056,889,174   1,446,498,289   2,321,315,015
2409     4,856,544         23  FUTURE      3,526,002,020   1,686,448,850   2,852,202,169
2410     4,858,560         23  FUTURE      2,995,114,866   1,926,464,946   3,383,089,323
2411     4,860,576         23  FUTURE      2,464,227,712   2,149,704,082   3,913,976,477
2412     4,862,592         23  FUTURE      1,933,340,558   2,389,654,643     149,896,335
2413     4,864,608         23  FUTURE      1,402,453,404   2,629,670,739     680,783,489
2414     4,866,624         23  FUTURE        871,566,250   2,852,909,875   1,211,670,643
2415     4,868,640         23  FUTURE        340,679,096   3,092,860,436   1,742,557,797
2416     4,870,656         23  FUTURE      4,104,759,238   3,332,876,788   2,273,444,951
2417     4,872,672         23  FUTURE      3,573,872,084   3,572,827,349   2,804,332,105
2418     4,874,688         23  FUTURE      3,042,984,930   3,796,066,485   3,335,219,259
2419     4,876,704         23  FUTURE      2,512,097,776   4,036,082,581   3,866,106,413
2420     4,878,720         23  FUTURE      1,981,210,622   4,276,033,142     102,026,271
2421     4,880,736         23  FUTURE      1,450,323,468     204,370,518     632,913,425
2422     4,882,752         23  FUTURE        919,436,314     444,386,614   1,163,800,579
2423     4,884,768         23  FUTURE        388,549,160     684,337,175   1,694,687,733
2424     4,886,784         23  FUTURE      4,152,629,302     907,576,567   2,225,574,887
2425     4,888,800         23  FUTURE      3,621,742,148   1,147,592,663   2,756,462,041
2426     4,890,816         23  FUTURE      3,090,854,994   1,387,543,224   3,287,349,195
2427     4,892,832         23  FUTURE      2,559,967,840   1,610,782,360   3,818,236,349
2428     4,894,848         23  FUTURE      2,029,080,686   1,850,798,456      54,156,207
2429     4,896,864         23  FUTURE      1,498,193,532   2,090,749,017     585,043,361
2430     4,898,880         23  FUTURE        967,306,378   2,330,765,113   1,115,930,515
2431     4,900,896         23  FUTURE        436,419,224   2,553,938,714   1,646,817,669
2432     4,902,912         23  FUTURE      4,200,499,366   2,793,955,066   2,177,704,823
2433     4,904,928         23  FUTURE      3,669,612,212   3,033,971,162   2,708,591,977
2434     4,906,944         23  FUTURE      3,138,725,058   3,257,144,763   3,239,479,131
2435     4,908,960         23  FUTURE      2,607,837,904   3,497,160,859   3,770,366,285
