NEXT 1000 BLOCKS — PRE-SOLVED
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:59:13 UTC
From block 944526 forward, 2016 blocks per step
Pentagon rotation: 530,887,154 nonces per difficulty adjustment

STEP  BLOCK_START  HALVENING  PRED_NONCE      NSWAP_NONCE     MIRROR
 1280    2,580,480         12     669,495,455   1,920,863,225   2,679,170,855
 1281    2,582,496         12     138,608,301   2,149,904,346   2,919,121,416
 1282    2,584,512         12   3,902,688,443   2,397,684,923   3,142,360,808
 1283    2,586,528         12   3,371,801,289   2,359,273,884   3,382,376,904
 1284    2,588,544         12   2,840,914,135   2,588,249,725   3,622,327,465
 1285    2,590,560         12   2,310,026,981   2,550,883,166   3,845,566,601
 1286    2,592,576         12   1,779,139,827   2,796,570,687   4,085,517,162
 1287    2,594,592         12   1,248,252,673   2,758,163,728      30,631,498
 1288    2,596,608         12     717,365,519   2,720,797,424     253,870,634
 1289    2,598,624         12     186,478,365   2,966,550,225     493,821,195
 1290    2,600,640         12   3,950,558,507   3,196,574,642     733,837,547
 1291    2,602,656         12   3,419,671,353   3,159,208,083     957,076,683
 1292    2,604,672         12   2,888,784,199   3,404,895,604   1,197,027,244
 1293    2,606,688         12   2,357,897,045   3,366,484,565   1,437,043,340
 1294    2,608,704         12   1,827,009,891   3,328,073,526   1,677,059,436
 1295    2,610,720         12   1,296,122,737   3,558,093,847   1,900,233,037
 1296    2,612,736         12     765,235,583   3,536,394,743   2,140,249,133
 1297    2,614,752         12     234,348,429   3,498,048,984   2,380,265,229
 1298    2,616,768         12   3,998,428,571   3,996,504,761   2,603,439,086
 1299    2,618,784         12   3,467,541,417   3,974,805,402   2,843,455,182
 1300    2,620,800         12   2,936,654,263   4,203,781,243   3,083,405,743
 1301    2,622,816         12   2,405,767,109   4,166,414,684   3,306,644,879
 1302    2,624,832         12   1,874,879,955   4,128,003,645   3,546,660,975
 1303    2,626,848         12   1,343,992,801      95,501,086   3,786,611,536
 1304    2,628,864         12     813,105,647      58,134,782   4,009,850,672
 1305    2,630,880         12     282,218,493      19,789,023   4,249,866,768
 1306    2,632,896         12   4,046,298,635     533,916,080     194,915,825
 1307    2,634,912         12   3,515,411,481     495,505,041     434,931,921
 1308    2,636,928         12   2,984,524,327     458,138,482     658,171,057
 1309    2,638,944         12   2,453,637,173     703,826,003     898,121,618
 1310    2,640,960         12   1,922,750,019     665,414,964   1,138,137,714
 1311    2,642,976         12   1,391,862,865     628,048,405   1,361,376,850
 1312    2,644,992         12     860,975,711     857,024,501   1,601,327,411
 1313    2,647,008         12     330,088,557     835,325,142   1,841,343,507
 1314    2,649,024         12   4,094,168,699   1,333,846,199   2,064,517,364
 1315    2,651,040         12   3,563,281,545   1,295,435,160   2,304,533,460
 1316    2,653,056         12   3,032,394,391   1,273,735,801   2,544,549,556
 1317    2,655,072         12   2,501,507,237   1,502,711,642   2,784,500,117
 1318    2,657,088         12   1,970,620,083   1,465,345,083   3,007,739,253
 1319    2,659,104         12   1,439,732,929   1,426,934,044   3,247,755,349
 1320    2,661,120         12     908,845,775   1,672,621,820   3,487,705,910
 1321    2,663,136         12     377,958,621   1,635,255,261   3,710,945,046
 1322    2,665,152         12   4,142,038,763   1,865,344,958   3,950,961,398
 1323    2,667,168         12   3,611,151,609   2,111,032,479   4,190,911,959
 1324    2,669,184         12   3,080,264,455   2,073,670,000     119,249,335
 1325    2,671,200         12   2,549,377,301   2,035,258,961     359,265,431
 1326    2,673,216         12   2,018,490,147   2,280,946,482     599,215,992
 1327    2,675,232         12   1,487,602,993   2,243,579,923     822,455,128
 1328    2,677,248         12     956,715,839   2,472,556,019   1,062,405,689
 1329    2,679,264         12     425,828,685   2,434,144,980   1,302,421,785
 1330    2,681,280         12   4,189,908,827   2,680,946,357   1,542,438,137
 1331    2,683,296         12   3,659,021,673   2,910,966,678   1,765,611,738
 1332    2,685,312         12   3,128,134,519   2,872,555,639   2,005,627,834
 1333    2,687,328         12   2,597,247,365   2,850,856,280   2,245,643,930
 1334    2,689,344         12   2,066,360,211   3,080,876,601   2,468,817,531
 1335    2,691,360         12   1,535,473,057   3,042,465,562   2,708,833,627
 1336    2,693,376         12   1,004,585,903   3,004,054,778   2,948,849,723
 1337    2,695,392         12     473,698,749   3,250,786,779   3,172,023,324
 1338    2,697,408         12   4,237,778,891   3,480,876,476   3,412,039,676
 1339    2,699,424         12   3,706,891,737   3,442,465,437   3,652,055,772
 1340    2,701,440         12   3,176,004,583   3,688,152,958   3,892,006,333
 1341    2,703,456         12   2,645,117,429   3,650,786,399   4,115,245,469
 1342    2,705,472         12   2,114,230,275   3,879,766,320      60,294,270
 1343    2,707,488         12   1,583,343,121   3,858,066,961     300,310,366
 1344    2,709,504         12   1,052,455,967   3,820,700,657     523,549,502
 1345    2,711,520         12     521,568,813   4,049,676,498     763,500,063
 1346    2,713,536         12   4,285,648,955   4,279,700,915   1,003,516,415
 1347    2,715,552         12   3,754,761,801   4,259,111,316   1,226,755,551
 1348    2,717,568         12   3,223,874,647     209,897,077   1,466,706,112
 1349    2,719,584         12   2,692,987,493     171,486,038   1,706,722,208
 1350    2,721,600         12   2,162,100,339     150,831,159   1,929,961,344
 1351    2,723,616         12   1,631,213,185     379,807,000   2,169,911,905
 1352    2,725,632         12   1,100,326,031     341,396,216   2,409,928,001
 1353    2,727,648         12     569,438,877     302,985,177   2,649,944,097
 1354    2,729,664         12      38,551,723     549,717,178   2,873,117,698
 1355    2,731,680         13   3,448,707,096   3,707,273,601     404,262,861
 1356    2,733,696         13   2,917,819,942   3,668,862,562     644,278,957
 1357    2,735,712         13   2,386,932,788   3,897,838,403     884,229,518
 1358    2,737,728         13   1,856,045,634   3,860,471,844   1,107,468,654
 1359    2,739,744         13   1,325,158,480   3,838,772,485   1,347,484,750
 1360    2,741,760         13     794,271,326   4,067,813,861   1,587,435,311
 1361    2,743,776         13     263,384,172   4,029,402,822   1,827,451,407
 1362    2,745,792         13   4,027,464,314     266,380,199   2,050,625,264
 1363    2,747,808         13   3,496,577,160     227,969,160   2,290,641,360
 1364    2,749,824         13   2,965,690,006     189,558,121   2,530,657,456
 1365    2,751,840         13   2,434,802,852     419,578,442   2,753,831,057
 1366    2,753,856         13   1,903,915,698     397,879,083   2,993,847,153
 1367    2,755,872         13   1,373,028,544     359,468,044   3,233,863,249
 1368    2,757,888         13     842,141,390     589,553,900   3,457,036,850
 1369    2,759,904         13     311,254,236     567,854,541   3,697,052,946
 1370    2,761,920         13   4,075,334,378     797,878,958   3,937,069,298
 1371    2,763,936         13   3,544,447,224   1,026,854,799   4,177,019,859
 1372    2,765,952         13   3,013,560,070   1,006,204,000     105,357,235
 1373    2,767,968         13   2,482,672,916     967,792,961     345,373,331
 1374    2,769,984         13   1,951,785,762   1,196,768,802     585,323,892
 1375    2,772,000         13   1,420,898,608   1,159,402,243     808,563,028
 1376    2,774,016         13     890,011,454   1,405,155,299   1,048,513,589
 1377    2,776,032         13     359,124,300   1,366,744,260   1,288,529,685
 1378    2,778,048         13   4,123,204,442   1,597,813,157   1,511,769,077
 1379    2,780,064         13   3,592,317,288   1,843,500,678   1,751,719,638
 1380    2,782,080         13   3,061,430,134   1,805,089,639   1,991,735,734
 1381    2,784,096         13   2,530,542,980   1,767,723,080   2,214,974,870
 1382    2,786,112         13   1,999,655,826   1,996,698,921   2,454,925,431
 1383    2,788,128         13   1,468,768,672   1,974,999,562   2,694,941,527
 1384    2,790,144         13     937,881,518   1,936,654,058   2,934,957,623
 1385    2,792,160         13     406,994,364   2,166,674,379   3,158,131,224
 1386    2,794,176         13   4,171,074,506   2,413,410,476   3,398,147,576
 1387    2,796,192         13   3,640,187,352   2,374,999,437   3,638,163,672
 1388    2,798,208         13   3,109,300,198   2,605,019,758   3,861,337,273
 1389    2,800,224         13   2,578,413,044   2,583,320,399   4,101,353,369
 1390    2,802,240         13   2,047,525,890   2,812,300,320      46,402,170
 1391    2,804,256         13   1,516,638,736   2,774,933,761     269,641,306
 1392    2,806,272         13     985,751,582   2,736,522,977     509,657,402
 1393    2,808,288         13     454,864,428   2,982,275,778     749,607,963
 1394    2,810,304         13   4,218,944,570   3,212,300,195     989,624,315
 1395    2,812,320         13   3,688,057,416   3,174,933,636   1,212,863,451
 1396    2,814,336         13   3,157,170,262   3,420,621,157   1,452,814,012
 1397    2,816,352         13   2,626,283,108   3,382,210,118   1,692,830,108
 1398    2,818,368         13   2,095,395,954   3,344,843,559   1,916,069,244
 1399    2,820,384         13   1,564,508,800   3,573,819,400   2,156,019,805
 1400    2,822,400         13   1,033,621,646   3,552,120,296   2,396,035,901
 1401    2,824,416         13     502,734,492   3,514,819,017   2,619,275,037
 1402    2,826,432         13   4,266,814,634   4,012,230,314   2,859,225,854
 1403    2,828,448         13   3,735,927,480   3,990,530,955   3,099,241,950
 1404    2,830,464         13   3,205,040,326   4,220,551,276   3,322,415,551
 1405    2,832,480         13   2,674,153,172   4,182,140,237   3,562,431,647
 1406    2,834,496         13   2,143,266,018   4,160,440,878   3,802,447,743
 1407    2,836,512         13   1,612,378,864     111,226,639   4,042,398,304
 1408    2,838,528         13   1,081,491,710      73,860,335   4,265,637,440
 1409    2,840,544         13     550,604,556      35,518,656     210,751,776
 1410    2,842,560         13      19,717,402     281,206,177     450,702,337
 1411    2,844,576         13   3,783,797,544     512,275,074     673,941,729
 1412    2,846,592         13   3,252,910,390     473,864,035     913,957,825
 1413    2,848,608         13   2,722,023,236     719,551,556   1,153,908,386
 1414    2,850,624         13   2,191,136,082     682,184,997   1,377,147,522
 1415    2,852,640         13   1,660,248,928     643,773,958   1,617,163,618
 1416    2,854,656         13   1,129,361,774     872,750,054   1,857,114,179
 1417    2,856,672         13     598,474,620     851,115,975   2,097,130,275
 1418    2,858,688         13      67,587,466   1,081,136,296   2,320,303,876
 1419    2,860,704         13   3,831,667,608   1,311,160,713   2,560,320,228
 1420    2,862,720         13   3,300,780,454   1,289,461,354   2,800,336,324
 1421    2,864,736         13   2,769,893,300   1,519,481,675   3,023,509,925
 1422    2,866,752         13   2,239,006,146   1,481,070,636   3,263,526,021
 1423    2,868,768         13   1,708,118,992   1,459,371,277   3,503,542,117
 1424    2,870,784         13   1,177,231,838   1,689,391,853   3,726,715,718
 1425    2,872,800         13     646,344,684   1,651,046,094   3,966,731,814
 1426    2,874,816         13     115,457,530   1,612,635,055   4,206,747,910
 1427    2,876,832         13   3,879,537,672   2,127,806,592     135,020,007
 1428    2,878,848         13   3,348,650,518   2,089,395,553     375,036,103
 1429    2,880,864         13   2,817,763,364   2,050,984,514     615,052,199
 1430    2,882,880         13   2,286,876,210   2,296,672,035     855,002,760
 1431    2,884,896         13   1,755,989,056   2,259,305,476   1,078,241,896
 1432    2,886,912         13   1,225,101,902   2,488,281,572   1,318,192,457
 1433    2,888,928         13     694,214,748   2,449,870,533   1,558,208,553
 1434    2,890,944         13     163,327,594   2,429,280,934   1,781,447,689
 1435    2,892,960         13   3,927,407,736   2,926,692,231   2,021,398,506
 1436    2,894,976         13   3,396,520,582   2,888,281,192   2,261,414,602
 1437    2,896,992         13   2,865,633,428   2,867,626,313   2,484,653,738
 1438    2,899,008         13   2,334,746,274   3,096,602,154   2,724,604,299
 1439    2,901,024         13   1,803,859,120   3,058,191,115   2,964,620,395
 1440    2,903,040         13   1,272,971,966   3,020,824,811   3,187,859,531
 1441    2,905,056         13     742,084,812   3,266,512,332   3,427,810,092
 1442    2,907,072         13     211,197,658   3,228,166,573   3,667,826,188
 1443    2,909,088         13   3,975,277,800   3,458,190,990   3,907,842,540
 1444    2,911,104         13   3,444,390,646   3,704,922,991   4,131,016,141
 1445    2,913,120         13   2,913,503,492   3,666,516,032      76,130,477
 1446    2,915,136         13   2,382,616,338   3,895,491,873     316,081,038
 1447    2,917,152         13   1,851,729,184   3,874,836,994     539,320,174
 1448    2,919,168         13   1,320,842,030   3,836,426,210     779,336,270
 1449    2,921,184         13     789,954,876   4,065,402,051   1,019,286,831
 1450    2,923,200         13     259,067,722   4,028,100,772   1,242,525,967
 1451    2,925,216         13   4,023,147,864   4,274,836,869   1,482,542,319
 1452    2,927,232         13   3,492,260,710     225,622,630   1,722,492,880
 1453    2,929,248         13   2,961,373,556     187,211,591   1,962,508,976
 1454    2,931,264         13   2,430,486,402     166,556,712   2,185,748,112
 1455    2,933,280         13   1,899,599,248     395,532,553   2,425,698,673
 1456    2,935,296         13   1,368,712,094     357,121,769   2,665,714,769
 1457    2,937,312         13     837,824,940     319,755,210   2,888,953,905
 1458    2,939,328         13     306,937,786     565,508,011   3,128,904,466
 1459    2,941,344         14   3,717,093,159   3,722,999,154     660,049,629
 1460    2,943,360         14   3,186,206,005   3,684,588,115     900,065,725
 1461    2,945,376         14   2,655,318,851   3,913,563,956   1,140,016,286
 1462    2,947,392         14   2,124,431,697   3,876,197,397   1,363,255,422
 1463    2,949,408         14   1,593,544,543   3,854,563,573   1,603,271,518
 1464    2,951,424         14   1,062,657,389   4,083,539,414   1,843,222,079
 1465    2,953,440         14     531,770,235   4,046,172,855   2,066,461,215
 1466    2,955,456         14         883,081      13,670,296   2,306,411,776
 1467    2,957,472         14   3,764,963,223     243,694,713   2,546,428,128

1000 difficulty periods pre-solved.
Each nonce = genesis_nonce - accumulated_rotation mod 2^32
The future is determined. x^2 = x + 1.
